soccode,soctitle,onetcode,onettitle,occupation,freq,source
19-4093,Forest and conservation technicians,19-4093.00,Forest and Conservation Technicians,NATURAL RESOURCES TECHNICIAN,2,DMTF
19-4093,Forest and conservation technicians,19-4093.00,Forest and Conservation Technicians,RESOURCE TECHNICIAN,2,ONET-DUP
19-4099,"Life, physical, and social science technicians, all other",19-4099.00,"Life, Physical, and Social Science Technicians, All Other",WEATHER OBSERVER,15,ONET-DUP
19-4099,"Life, physical, and social science technicians, all other",19-4099.00,"Life, Physical, and Social Science Technicians, All Other",SCIENCE TECHNICIAN,11,ONET-DUP
19-4099,"Life, physical, and social science technicians, all other",19-4099.00,"Life, Physical, and Social Science Technicians, All Other",WATER TESTER,3,ONET-DUP
19-4099,"Life, physical, and social science technicians, all other",19-4099.00,"Life, Physical, and Social Science Technicians, All Other",PUBLIC HEALTH TECHNICIAN,2,ONET-DUP
19-4099,"Life, physical, and social science technicians, all other",19-4099.00,"Life, Physical, and Social Science Technicians, All Other",SCIENTIFIC AIDE,2,ONET-DUP
19-4099,"Life, physical, and social science technicians, all other",19-4099.00,"Life, Physical, and Social Science Technicians, All Other",POLYGRAPH EXAMINER,1,DMTF
19-4099,"Life, physical, and social science technicians, all other",19-4099.00,"Life, Physical, and Social Science Technicians, All Other",PARANORMAL INVESTIGATOR,1,ONET-DUP
19-4099,"Life, physical, and social science technicians, all other",19-4099.01,Quality Control Analysts,QA ANALYST,306,ONET-DUP
19-4099,"Life, physical, and social science technicians, all other",19-4099.01,Quality Control Analysts,QUALITY ANALYST,184,ONET-DUP
19-4099,"Life, physical, and social science technicians, all other",19-4099.01,Quality Control Analysts,QA SPECIALIST,81,ONET-DUP
19-4099,"Life, physical, and social science technicians, all other",19-4099.01,Quality Control Analysts,QUALITY ASSURANCE SPECIALIST,81,ONET-DUP
19-4099,"Life, physical, and social science technicians, all other",19-4099.01,Quality Control Analysts,QC ANALYST,34,ONET-DUP
19-4099,"Life, physical, and social science technicians, all other",19-4099.01,Quality Control Analysts,LABORATORY ANALYST,25,ONET-DM
19-4099,"Life, physical, and social science technicians, all other",19-4099.01,Quality Control Analysts,QUALITY COORDINATOR,23,ONET-DM
19-4099,"Life, physical, and social science technicians, all other",19-4099.01,Quality Control Analysts,QA AUDITOR,11,ONET-DUP
19-4099,"Life, physical, and social science technicians, all other",19-4099.01,Quality Control Analysts,LABORATORY TECH,10,ONET-DUP
19-4099,"Life, physical, and social science technicians, all other",19-4099.01,Quality Control Analysts,QUALITY ASSURANCE ASSOCIATE,10,ONET-DUP
19-4099,"Life, physical, and social science technicians, all other",19-4099.01,Quality Control Analysts,QUALITY CONTROL TECH,10,ONET-DUP
19-4099,"Life, physical, and social science technicians, all other",19-4099.01,Quality Control Analysts,QC SPECIALIST,7,ONET-DUP
19-4099,"Life, physical, and social science technicians, all other",19-4099.01,Quality Control Analysts,QUALITY ASSURANCE TECH,2,ONET-DUP
19-4099,"Life, physical, and social science technicians, all other",19-4099.01,Quality Control Analysts,SENIOR LABORATORY TECHNICIAN,1,ONET-DUP
19-4099,"Life, physical, and social science technicians, all other",19-4099.02,Precision Agriculture Technicians,MIGRATION SPECIALIST,1,ONET-DUP
19-4099,"Life, physical, and social science technicians, all other",19-4099.03,Remote Sensing Technicians,SENIOR RESEARCH ANALYST,56,ONET-DM
19-4099,"Life, physical, and social science technicians, all other",19-4099.03,Remote Sensing Technicians,INFORMATION ASSURANCE,1,ONET-DUP
19-4099,"Life, physical, and social science technicians, all other",19-4099.03,Remote Sensing Technicians,REMOTE SENSING TECHNICIAN,1,ONET-DUP
21-1011,Substance abuse and behavioral disorder counselors,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,CLINICIAN,178,ONET-DUP
21-1011,Substance abuse and behavioral disorder counselors,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,BEHAVIOR THERAPIST,164,ONET-DUP
21-1011,Substance abuse and behavioral disorder counselors,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,BEHAVIORAL THERAPIST,119,ONET-DUP
21-1011,Substance abuse and behavioral disorder counselors,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,SUBSTANCE ABUSE COUNSELOR,100,DMTF
21-1011,Substance abuse and behavioral disorder counselors,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,ADDICTION COUNSELOR,51,DMTF
21-1011,Substance abuse and behavioral disorder counselors,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,PREVENTION SPECIALIST,47,ONET-DUP
21-1011,Substance abuse and behavioral disorder counselors,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,ADDICTIONS COUNSELOR,34,ONET-DUP
21-1011,Substance abuse and behavioral disorder counselors,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,BEHAVIORAL TECHNICIAN,33,ONET-DUP
21-1011,Substance abuse and behavioral disorder counselors,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,DRUG COUNSELOR,17,DMTF
21-1011,Substance abuse and behavioral disorder counselors,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,CHEMICAL DEPENDENCY COUNSELOR,11,DMTF
21-1011,Substance abuse and behavioral disorder counselors,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,ADDICTION THERAPIST,10,DMTF
21-1011,Substance abuse and behavioral disorder counselors,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,ALCOHOL AND DRUG COUNSELOR,6,DMTF
21-1011,Substance abuse and behavioral disorder counselors,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,CHEMICAL DEPENDENCY PROFESSIONAL,5,ONET-DUP
21-1011,Substance abuse and behavioral disorder counselors,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,LICENSED CLINICIAN,5,ONET-DUP
21-1011,Substance abuse and behavioral disorder counselors,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,SA COUNSELOR,5,ONET-DUP
21-1011,Substance abuse and behavioral disorder counselors,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,DRUG ABUSE COUNSELOR,4,DMTF
21-1011,Substance abuse and behavioral disorder counselors,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,PRIMARY THERAPIST,4,ONET-DUP
21-1011,Substance abuse and behavioral disorder counselors,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,CADC,4,ONET-DUP
21-1011,Substance abuse and behavioral disorder counselors,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,CD COUNSELOR,4,ONET-DUP
21-1011,Substance abuse and behavioral disorder counselors,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,TREATMENT COUNSELOR,3,ONET-DUP
21-1011,Substance abuse and behavioral disorder counselors,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,SAC,3,ONET-DUP
21-1011,Substance abuse and behavioral disorder counselors,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,SUBSTANCE ABUSE PREVENTION COORDINATOR,2,ONET-DUP
21-1011,Substance abuse and behavioral disorder counselors,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,CERTIFIED DRUG AND ALCOHOL COUNSELOR,1,ONET-DUP
21-1011,Substance abuse and behavioral disorder counselors,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,CHEMICAL DEPENDENCY TECHNICIAN,1,ONET-DUP
21-1012,"Educational, guidance, school, and vocational counselors",21-1012.00,"Educational, Guidance, School, and Vocational Counselors",SCHOOL COUNSELOR,1272,ONET-DUP
21-1012,"Educational, guidance, school, and vocational counselors",21-1012.00,"Educational, Guidance, School, and Vocational Counselors",ACADEMIC ADVISOR,799,ONET-DM
21-1012,"Educational, guidance, school, and vocational counselors",21-1012.00,"Educational, Guidance, School, and Vocational Counselors",ADMISSIONS COUNSELOR,245,ONET-DUP
21-1012,"Educational, guidance, school, and vocational counselors",21-1012.00,"Educational, Guidance, School, and Vocational Counselors",COLLEGE COUNSELOR,218,ONET-DUP
21-1012,"Educational, guidance, school, and vocational counselors",21-1012.00,"Educational, Guidance, School, and Vocational Counselors",JOB COACH,164,ONET-DUP
21-1012,"Educational, guidance, school, and vocational counselors",21-1012.00,"Educational, Guidance, School, and Vocational Counselors",CAREER COUNSELOR,157,DMTF
21-1012,"Educational, guidance, school, and vocational counselors",21-1012.00,"Educational, Guidance, School, and Vocational Counselors",CAREER COACH,148,ONET-DM
21-1012,"Educational, guidance, school, and vocational counselors",21-1012.00,"Educational, Guidance, School, and Vocational Counselors",GUIDANCE COUNSELOR,117,ONET-DUP
21-1012,"Educational, guidance, school, and vocational counselors",21-1012.00,"Educational, Guidance, School, and Vocational Counselors",STUDENT ADVISOR,86,DMTF
21-1012,"Educational, guidance, school, and vocational counselors",21-1012.00,"Educational, Guidance, School, and Vocational Counselors",CAREER ADVISOR,80,ONET-DM
21-1012,"Educational, guidance, school, and vocational counselors",21-1012.00,"Educational, Guidance, School, and Vocational Counselors",ACADEMIC COUNSELOR,52,ONET-DUP
21-1012,"Educational, guidance, school, and vocational counselors",21-1012.00,"Educational, Guidance, School, and Vocational Counselors",VOCATIONAL COUNSELOR,48,ONET-DM
21-1012,"Educational, guidance, school, and vocational counselors",21-1012.00,"Educational, Guidance, School, and Vocational Counselors",HIGH SCHOOL COUNSELOR,43,ONET-DM
21-1012,"Educational, guidance, school, and vocational counselors",21-1012.00,"Educational, Guidance, School, and Vocational Counselors",STUDENT SERVICES COORDINATOR,31,ONET-DUP
21-1012,"Educational, guidance, school, and vocational counselors",21-1012.00,"Educational, Guidance, School, and Vocational Counselors",STUDY ABROAD ADVISOR,28,DMTF
21-1012,"Educational, guidance, school, and vocational counselors",21-1012.00,"Educational, Guidance, School, and Vocational Counselors",EMPLOYMENT COUNSELOR,28,ONET-DUP
21-1012,"Educational, guidance, school, and vocational counselors",21-1012.00,"Educational, Guidance, School, and Vocational Counselors",RESUME WRITER,23,ONET-DUP
21-1012,"Educational, guidance, school, and vocational counselors",21-1012.00,"Educational, Guidance, School, and Vocational Counselors",LIFE SKILLS COACH,17,ONET-DUP
21-1012,"Educational, guidance, school, and vocational counselors",21-1012.00,"Educational, Guidance, School, and Vocational Counselors",ELEMENTARY SCHOOL COUNSELOR,13,ONET-DUP
21-1012,"Educational, guidance, school, and vocational counselors",21-1012.00,"Educational, Guidance, School, and Vocational Counselors",SCHOOL GUIDANCE COUNSELOR,6,DMTF
21-1012,"Educational, guidance, school, and vocational counselors",21-1012.00,"Educational, Guidance, School, and Vocational Counselors",EDUCATION COUNSELOR,5,DMTF
21-1012,"Educational, guidance, school, and vocational counselors",21-1012.00,"Educational, Guidance, School, and Vocational Counselors",CAREER SERVICES COORDINATOR,5,ONET-DUP
21-1012,"Educational, guidance, school, and vocational counselors",21-1012.00,"Educational, Guidance, School, and Vocational Counselors",EDUCATIONAL ADVISER,5,ONET-DUP
21-1012,"Educational, guidance, school, and vocational counselors",21-1012.00,"Educational, Guidance, School, and Vocational Counselors",CAREER COORDINATOR,4,ONET-DUP
21-1012,"Educational, guidance, school, and vocational counselors",21-1012.00,"Educational, Guidance, School, and Vocational Counselors",CAREER TRANSITION SPECIALIST,4,ONET-DUP
21-1012,"Educational, guidance, school, and vocational counselors",21-1012.00,"Educational, Guidance, School, and Vocational Counselors",HIGH SCHOOL GUIDANCE COUNSELOR,4,ONET-DUP
21-1012,"Educational, guidance, school, and vocational counselors",21-1012.00,"Educational, Guidance, School, and Vocational Counselors",INTERNSHIP COORDINATOR,4,ONET-DUP
21-1012,"Educational, guidance, school, and vocational counselors",21-1012.00,"Educational, Guidance, School, and Vocational Counselors",SCHOOL ADJUSTMENT COUNSELOR,3,DMTF
21-1012,"Educational, guidance, school, and vocational counselors",21-1012.00,"Educational, Guidance, School, and Vocational Counselors",STUDENT DEVELOPMENT ADVISOR,3,DMTF
21-1012,"Educational, guidance, school, and vocational counselors",21-1012.00,"Educational, Guidance, School, and Vocational Counselors",EMPLOYMENT TRAINING SPECIALIST,3,ONET-DUP
21-1012,"Educational, guidance, school, and vocational counselors",21-1012.00,"Educational, Guidance, School, and Vocational Counselors",ARTICULATION OFFICER,2,ONET-DUP
21-1012,"Educational, guidance, school, and vocational counselors",21-1012.00,"Educational, Guidance, School, and Vocational Counselors",VOCATIONAL EXAMINER,2,ONET-DUP
21-1012,"Educational, guidance, school, and vocational counselors",21-1012.00,"Educational, Guidance, School, and Vocational Counselors",COUNSELOR SUPERVISOR,1,ONET-DUP
21-1012,"Educational, guidance, school, and vocational counselors",21-1012.00,"Educational, Guidance, School, and Vocational Counselors",GUIDANCE DIRECTOR,1,ONET-DUP
21-1012,"Educational, guidance, school, and vocational counselors",21-1012.00,"Educational, Guidance, School, and Vocational Counselors",PUPIL PERSONNEL WORKER,1,ONET-DUP
21-1012,"Educational, guidance, school, and vocational counselors",21-1012.00,"Educational, Guidance, School, and Vocational Counselors",VOCATIONAL REHABILITATION SUPERVISOR,1,ONET-DUP
21-1013,Marriage and family therapists,21-1013.00,Marriage and Family Therapists,COUNSELOR,3702,ONET-DUP
21-1013,Marriage and family therapists,21-1013.00,Marriage and Family Therapists,MARRIAGE AND FAMILY THERAPIST,212,ONET-DUP
21-1013,Marriage and family therapists,21-1013.00,Marriage and Family Therapists,LMFT,173,ONET-DM
21-1013,Marriage and family therapists,21-1013.00,Marriage and Family Therapists,FAMILY THERAPIST,146,DMTF
21-1013,Marriage and family therapists,21-1013.00,Marriage and Family Therapists,MFT,119,ONET-DM
21-1013,Marriage and family therapists,21-1013.00,Marriage and Family Therapists,MARRIAGE THERAPIST,11,DMTF
21-1013,Marriage and family therapists,21-1013.00,Marriage and Family Therapists,FAMILY COUNSELOR,9,DMTF
21-1013,Marriage and family therapists,21-1013.00,Marriage and Family Therapists,MARRIAGE COUNSELOR,9,DMTF
21-1013,Marriage and family therapists,21-1013.00,Marriage and Family Therapists,COUPLES THERAPIST,5,DMTF
21-1013,Marriage and family therapists,21-1013.00,Marriage and Family Therapists,RELATIONSHIP COUNSELOR,3,DMTF
21-1013,Marriage and family therapists,21-1013.00,Marriage and Family Therapists,MARRIAGE AND FAMILY THERAPIST (MFT),2,ONET-DUP
21-1013,Marriage and family therapists,21-1013.00,Marriage and Family Therapists,MARRIAGE AND FAMILY COUNSELOR,1,ONET-DUP
21-1013,Marriage and family therapists,21-1013.00,Marriage and Family Therapists,SENIOR CLINICIAN,1,ONET-DUP
21-1014,Mental health counselors,21-1014.00,Mental Health Counselors,MENTAL HEALTH COUNSELOR,647,DMTF
21-1014,Mental health counselors,21-1014.00,Mental Health Counselors,MENTAL HEALTH THERAPIST,609,ONET-DUP
21-1014,Mental health counselors,21-1014.00,Mental Health Counselors,BEHAVIOR ANALYST,386,ONET-DUP
21-1014,Mental health counselors,21-1014.00,Mental Health Counselors,MENTAL HEALTH CLINICIAN,116,ONET-DM
21-1014,Mental health counselors,21-1014.00,Mental Health Counselors,MENTAL HEALTH PROFESSIONAL,95,ONET-DUP
21-1014,Mental health counselors,21-1014.00,Mental Health Counselors,LICENSED MENTAL HEALTH COUNSELOR,49,DMTF
21-1014,Mental health counselors,21-1014.00,Mental Health Counselors,BEHAVIORAL HEALTH THERAPIST,18,ONET-DUP
21-1014,Mental health counselors,21-1014.00,Mental Health Counselors,BEHAVIORAL HEALTH COUNSELOR,13,ONET-DUP
21-1014,Mental health counselors,21-1014.00,Mental Health Counselors,CLINICAL MENTAL HEALTH COUNSELOR,6,DMTF
21-1014,Mental health counselors,21-1014.00,Mental Health Counselors,BSS,2,ONET-DUP
21-1014,Mental health counselors,21-1014.00,Mental Health Counselors,MENTAL HEALTH COUNSELORS,1,ONET-DUP
21-1015,Rehabilitation counselors,21-1015.00,Rehabilitation Counselors,PROGRAM SPECIALIST,488,ONET-DM
21-1015,Rehabilitation counselors,21-1015.00,Rehabilitation Counselors,VOCATIONAL REHABILITATION COUNSELOR,49,DMTF
21-1015,Rehabilitation counselors,21-1015.00,Rehabilitation Counselors,REHABILITATION COUNSELOR,40,DMTF
21-1015,Rehabilitation counselors,21-1015.00,Rehabilitation Counselors,VRC,10,ONET-DUP
21-1015,Rehabilitation counselors,21-1015.00,Rehabilitation Counselors,SENIOR CASE MANAGER,7,ONET-DUP
21-1015,Rehabilitation counselors,21-1015.00,Rehabilitation Counselors,VOCATIONAL CASE MANAGER,7,ONET-DUP
21-1015,Rehabilitation counselors,21-1015.00,Rehabilitation Counselors,DISABILITY COUNSELOR,5,ONET-DUP
21-1015,Rehabilitation counselors,21-1015.00,Rehabilitation Counselors,RESOURCE NAVIGATOR,5,ONET-DUP
21-1015,Rehabilitation counselors,21-1015.00,Rehabilitation Counselors,VOCATIONAL REHABILITATION CONSULTANT,5,ONET-DUP
21-1015,Rehabilitation counselors,21-1015.00,Rehabilitation Counselors,CAREER NAVIGATOR,4,ONET-DUP
21-1015,Rehabilitation counselors,21-1015.00,Rehabilitation Counselors,EIA,4,ONET-DUP
21-1015,Rehabilitation counselors,21-1015.00,Rehabilitation Counselors,DIRECT CARE SPECIALIST,2,ONET-DUP
21-1015,Rehabilitation counselors,21-1015.00,Rehabilitation Counselors,DIRECTOR OF REHABILITATION,2,ONET-DUP
21-1015,Rehabilitation counselors,21-1015.00,Rehabilitation Counselors,JOB COACHING,2,ONET-DUP
21-1015,Rehabilitation counselors,21-1015.00,Rehabilitation Counselors,CLASSIFICATION COUNSELOR,1,ONET-DUP
21-1015,Rehabilitation counselors,21-1015.00,Rehabilitation Counselors,VOCATIONAL REHABILITATION MANAGER,1,ONET-DUP
21-1015,Rehabilitation counselors,21-1015.00,Rehabilitation Counselors,REHAB LIAISON,1,ONET-DUP
21-1019,"Counselors, all other",21-1019.00,"Counselors, All Other",LIFE COACH,791,ONET-DM
21-1019,"Counselors, all other",21-1019.00,"Counselors, All Other",WELLNESS COACH,121,ONET-DUP
